id,price,qty
odnh,24.25,75
oano,36.95,8
jdai,80.1,14
abib,63.14,50
nabp,7.74,94
bdli,11.46,24
lldi,33.56,18
cjii,50.06,80
ggni,6.7,59
lkcm,92.98,98
anpm,16.24,72
bfeb,54.97,62
lpca,5.86,54
afle,31.73,81
hcbl,77.08,24
meop,96.59,36
fina,61.09,95
hded,16.93,65
ggpg,0.7,95
hgmi,79.27,57
jkmk,19.41,87
bpoi,94.89,82
ophl,38.33,10
fjlm,35.82,96
mljp,30.8,40
opom,89.15,64
mpfe,15.86,50
afhj,28.43,91
pjni,69.87,28
gfap,23.19,53
niki,52.12,14
likj,25.34,57
hklk,65,8
mhkg,56.67,54
ahja,10.01,49
lhfb,16.56,22
epjh,30.41,24
dmcl,75.96,67
leda,35.34,1
hnpl,14.38,16
idda,39.42,94
albm,66.74,56
mcod,55.87,62
elnn,73.41,60
fmnh,70.74,35
haca,65.68,85
pilf,34.99,52
gden,37.08,60
kjji,46.82,52
kmap,47.55,90
biho,12.7,10
jlao,56.26,67
nfjm,37.96,97
bhma,12.19,48
ipnc,5.01,28
fphb,42.51,39
lohc,48.57,60
ahmb,89.1,48
dbck,13.2,93
mink,74.72,77
bmhd,34.87,33
jcdk,62.25,34
ppmd,9.08,25
ablk,34.81,11
baef,12.8,70
ndnn,80.24,85
emjm,0.07,41
gfnh,61.32,88
oeld,16.9,71
bina,21.68,51
ppgf,67.76,17
lhpg,11.81,73
lbmm,89.05,64
fiod,22.08,34
hmom,33.62,51
edci,65.98,0
ejde,38.46,43
ndgj,45.28,80
kije,62.11,84
pppc,68.52,20
pchn,34.54,3
lnio,4.9,46
hdof,95.8,47
dibp,30.34,20
pnef,66.68,47
fmlg,23.76,53
afga,75.91,48
lldb,50.92,42
opec,80.7,55
oejj,98.89,26
mlaj,88.56,43
plan,61.68,90
falf,25.04,94
lcai,30.43,17
ggjb,30.79,46
llbo,92.64,6
bmhf,12.12,34
ifom,5.49,6
dfll,27.81,82
gage,50.3,5
ogee,90.41,86
hgom,91.99,3
hhll,88.66,92
naab,38.28,71
lghd,43.31,97
hgdm,84.79,23
hkoc,36.02,53
lmcb,50.95,31
bogm,23.57,38
kmdm,18.39,10
bmng,73.77,38
jmnm,70.51,26
ifck,86.4,85
jbnp,0.74,44
lcnm,56,30
jgbj,59.3,46
affi,19.93,88
hmaj,23.35,15
ffgg,19.18,92
midl,20.67,62
emmi,73.71,91
kcni,15.13,42
ebae,29.32,79
bapn,6.67,91
fjlp,8.15,84
mche,33.19,88
hobp,68.41,97
khgp,9.62,81
fhba,47.77,56
cibe,53.16,81
cffh,85.19,83
pbpc,27.2,29
lbfb,69.48,85
eeci,56.75,31
pjhi,58.66,45
llno,59.79,15
ekjd,61.15,3
bdoh,84.3,28
obam,18.27,74
inif,99.89,89
mpgj,42.98,16
pihh,59.95,35
beck,32.72,41
apgf,61.66,7
lang,7.98,80
mhmf,13.83,0
pifn,6.59,1
dkcj,9.63,37
fnlp,90.34,24
emoc,17.77,51
kake,40.29,58
iefh,41.2,63
gnnk,98.51,13
hmdp,58.54,81
afoh,47.55,93
hama,8.63,4
fkip,77.74,11
bfil,9.93,23
plak,11.91,12
fcpp,42.61,66
mdgb,27.02,64
lalg,86.26,11
kfda,13,14
ooak,76.25,89
cnlj,53.56,52
nmkp,53.49,16
mbhc,37.33,47
dgme,84.77,94
kljn,91.94,24
hncj,18.62,12
kgkd,19.92,35
djah,83.19,40
kmed,17.87,46
liif,64.93,60
acep,74.18,80
cdeb,96.83,67
pdko,75.45,56
ohin,21.32,36
jkkh,58.44,27
kooj,46.25,1
fcjf,61.38,25
ldbh,5.74,98
ckck,60.77,52
acnp,34.99,74
cmph,72.69,79
ooah,28.29,99
apng,70.24,84
ocam,64.49,42
mgac,32.89,54
ebip,43.09,85
dgkn,74.42,16
ppbc,15.99,75
jemn,63.56,88
ehgn,80.85,37
plcl,41.44,98
geem,23.68,77
bbda,74.7,75
jhim,16.62,7
nphj,98.67,83
cjod,10.12,36
cihl,87.02,99
dkdm,97.38,90
lnog,91.88,23
bgnp,46.28,46
iknm,28.83,40
okoc,42.59,15
ecbn,65.56,31
kaig,28.36,5
kdkf,76.42,98
nagm,57.15,63
copn,89.77,18
amha,32.73,98
kobp,11.03,3
nfjb,1.9,28
pejn,50.47,32
fcph,19.8,31
fmaa,45.27,64
cphm,90.71,74
ibbb,7.99,36
mkkp,83.39,40
dgip,10.11,57
lgfe,66.66,32
mpae,8.61,97
fnma,79,41
obpm,54.57,2
coba,54.65,74
jgcp,66.05,5
bglc,28.22,81
mfkl,85.4,92
cnni,32.03,54
ikhm,10.49,86
npla,56.27,26
bcog,59.81,12
gihh,70.3,52
lljn,66.57,97
ajem,33.92,53
kmjd,72.51,84
lmlg,47.61,75
okfo,25.83,20
kagn,68.49,48
fpfp,50.66,46
kmgo,10.37,16
clba,21.16,89
gooc,69.37,85
pnfj,75.71,23
fmej,22.93,38
ojgp,92.83,93
bnjj,32.13,43
cfag,42.48,72
gnoe,2.3,77
mpjj,95.15,77
ploc,81.11,51
eamm,72.89,89
anlg,56.55,90
dhia,13.93,87
ikmc,80.18,5
ojjj,70.5,14
acok,98.44,61
ofkh,71.74,55
jhgl,50.15,13
jplp,96.3,64
ncjf,76.57,43
fdoh,6.23,20
pknm,38.36,39
lkdm,55.37,39
apjf,65.2,30
bheo,27.11,53
hgpa,8.55,62
daak,61.68,21
aphp,33.66,69
igbc,72.76,8
amil,24.12,58
eadj,3.98,49
ikaa,2.45,90
khhk,20.87,68
fjpd,50.11,67
kcpp,17.69,41
boid,26.37,41
bgkd,24.48,37
mjfd,7.64,86
gcej,84.92,25
hkdj,57.2,6
pjfi,50.72,81
nkmk,53.61,19
dokg,21.33,57
oceg,79.87,51
ndfh,46.05,66
gmlj,55.37,68
gpkn,5.08,9
mdoh,3.65,78
icdh,1.55,71
bcfc,19.36,99
hjpi,37.74,11
jlml,15.83,93
hekp,3.76,21
nlan,53.99,18
gdeo,8.26,23
oeol,91.95,26
ined,10.81,77
aelk,25.49,5
pkpk,33.33,60
fjge,46.91,54
ofna,36.16,56
bapl,91.56,5
konh,55.73,19
fdhm,97.95,23
fhin,64.34,94
heki,9.31,79
ffge,34.35,44
noci,15.39,99
ehjk,49.26,52
jphg,4.33,48
pmdb,63.54,8
egcp,60.77,37
gibo,79.67,3
jpon,88.72,91
ipjd,4.56,77
gkmb,65.53,46
fgdb,57.09,80
ilkb,78.51,45
omnm,46.84,7
bgei,20.92,38
cdpk,50.62,45
iamn,15.46,88
lfic,19.74,65
nekh,45.28,18
eekm,76.42,63
gkbc,16.79,66
oola,91.19,41
pmnh,75.49,75
inne,1.08,34
akpj,53.77,93
ekki,65.4,76
laeo,19.47,13
iccl,33.76,87
hhln,53.99,11
ecka,0.22,66
oddl,92.06,20
ajhc,38.67,90
dffn,64.12,66
gjha,7.82,49
bphp,84.05,95
hofa,48.58,76
ekii,20.16,38
ckdd,77.74,35
egfn,58.09,39
lfab,81.38,54
kkno,20.44,87
modd,47.71,99
galc,78.94,81
aclc,20.55,41
kenb,15.96,75
kaem,80.3,37
nofb,81.23,23
lfgk,25.05,69
jjgg,94.6,85
ffpe,45.11,76
dekb,14.94,38
aple,33.64,66
nblm,87.62,34
cioj,90.4,63
blic,42.82,93
cnon,63.23,72
ghig,90.28,22
ngpc,29.87,89
mmph,70.17,26
lnfa,25.64,63
gcof,91.99,40
lpbn,12.02,23
jpkl,46.2,70
oloc,96.4,82
kopn,69.63,19
gnin,53.84,80
apeb,74.18,83
anal,39.43,81
clkc,27.71,19
dnbp,82.27,9
npgm,65.75,54
phan,42.1,47
igjb,70.12,76
mame,22.3,61
bnah,90.29,49
kpdj,4.7,34
ejki,74.41,52
nakh,24.26,44
jpmb,37.99,53
aode,93.5,6
adgd,97.2,93
ajdj,94.41,38
ohhl,1.59,68
edjn,28.43,89
dkjo,69.64,85
gejc,77.97,58
lgmf,25.68,89
gnkp,39.93,76
cagi,70.97,17
gpap,0.89,82
anok,36.28,92
bagh,27,74
hncm,0.69,7
nmdp,94.8,93
ihdf,96.59,28
macm,13.3,56
dpff,33.42,77
ddaj,78.17,21
ddao,66.05,34
dojk,57.37,67
niak,88.7,22
dhmn,86.88,66
dhpc,61.81,15
ijjo,30.05,92
efnl,76.77,70
fomd,78.88,13
olng,46.54,30
ipnj,17.34,44
dddf,85.4,18
djon,24.93,79
klbf,4.4,7
dohn,64.04,0
elni,74.06,85
oidg,90.61,12
ppih,63.14,6
mgam,31.8,13
abak,95.38,11
pjic,14.37,68
nbak,72.83,76
aipd,31.26,82
lfln,44.6,98
jgfp,82.58,49
iecn,66.93,32
bncj,47.16,72
mkdo,88.34,45
ofcl,7.75,71
eofm,29.12,70
kopc,36.25,56
inel,97.12,50
hldo,98.59,49
kjbg,10.55,52
lbbj,24.04,85
pffe,65.8,74
mfjp,76.25,81
pela,75.39,2
nphp,60.86,20
ghle,3.76,85
bjnc,35.39,24
pecm,88.25,4
jcdo,52.08,62
enfk,89.82,36
lppp,69.12,2
daph,28.71,80
hpdd,47.62,10
mhoa,47,4
aclf,33.32,80
fmfn,34.21,92
cbgb,73.94,37
dihb,88.58,92
nnfp,90.03,4
cbim,4.59,7
fgno,11.66,61
chgp,32.37,6
dhmb,93.16,43
bpop,31.49,54
bcil,42.2,94
hapk,42.71,43
fcbg,54.31,52
glfp,3.45,42
cfnk,19.55,53
bjij,56.21,92
abmp,97.56,54
nlbi,58.31,77
cnkg,18.91,44
khhj,26.49,94
pfpc,21.95,57
eoka,15.19,60
nipj,66.09,99
iakp,53.54,43
npem,31.27,38
gkhc,23.63,74
anim,97.94,31
bkpb,8.09,11
gome,57.58,79
pkln,31.27,96
ojgd,11.57,10
hdmn,64.45,51
bgop,40.98,85
nkoa,97.77,64
bibl,66.73,83
dcok,58.8,25
bdpd,36.69,56
jmja,91.19,38
biei,41.24,89
gajn,76,52
lplh,82.32,88
oida,43.54,56
gbnd,7.35,37
eoid,95.88,10
biip,65.05,17
kbai,12.18,35
mdek,11.1,63
lhdn,53.54,54
imej,19.98,8
dibn,18.67,49
lggj,27.76,25
kejf,63.13,92
ahco,90.55,30
gdlm,21.55,12
chmi,2.23,42
cika,6.36,76
gphh,46.45,57
gdkp,34.79,7
mgpa,26.6,16
iile,23.73,12
cecd,52.9,20
fjcp,11.77,71
eebh,43.29,52
ihan,0.19,68
eoof,36.25,6
lhmd,89.17,57
kcag,34.94,38
hbbb,20.66,61
fkmo,81.3,12
khcg,31.79,12
ccna,39.21,67
kmpn,14.32,61
jige,46.5,56
gmpi,35.37,66
pgal,80.53,72
najo,1.23,51
gbbj,20.84,27
ecdf,90.58,70
mang,73.88,82
jdoj,20.59,28
hbla,5.37,14
kkli,45.05,31
bomh,28.47,74
cbfm,70.85,2
daah,67.26,68
inoi,85.7,82
mlbb,64.87,22
fcdb,40.85,18
jebn,32.6,66
mjom,7.24,15
ghij,67.87,40
loae,99.45,17
jmlg,2.8,36
cpja,48.36,19
jdch,4.51,55
kdbb,18.64,16
pnnn,66.92,96
lhoi,13.44,69
bcjf,50.73,33
eoel,90.04,90
nnof,28.65,21
cjfg,1.41,55
cdoj,37.94,9
kllm,47.8,10
ihpp,35.2,64
kafo,15.01,41
bjgf,17.51,84
adng,3.82,99
pgli,77.07,39
gajp,94.28,37
fdee,1.14,69
aleh,67.63,56
hcfm,96.61,59
ifld,39.89,98
dhag,36.58,41
kloo,22.99,23
lmcj,78.59,84
aoof,40.7,5
bodi,37.16,64
inie,58.39,56
cggn,44.99,6
plel,83.87,9
eome,44.08,67
iogk,48.89,61
cfnh,76.95,94
mnme,10.06,87
becj,29.09,29
cdmi,80.12,67
cekf,53.2,93
jehn,83.18,87
chph,55.85,50
keob,45.6,59
lfdh,28.2,9
mkne,8.46,98
kaoh,38.46,86
bmop,29.48,68
koia,62.8,80
gmie,2.09,71
blln,89.05,28
lfcn,53.85,1
hkea,46.27,94
hbml,98.91,44
jece,43.42,21
ljli,83.64,27
hcgg,82.97,83
llhm,47.29,85
cgng,38.53,85
abal,36.17,19
afll,94.93,16
bfli,68.55,27
jgoi,97.62,86
lgcm,99.85,31
fjje,51.51,44
pkkm,8.02,14
pehn,91,83
fhgg,5.94,29
ohde,2.47,76
aahg,87.75,48
glll,95.03,5
haml,74.5,39
memm,40.7,19
dkjh,91.82,54
mpmc,50.19,43
jmbd,48.2,89
mheg,52.14,42
ogjo,14.96,89
lkig,15.9,19
aphl,53.78,64
cnga,89.61,26
jdko,8.88,54
alhd,46.77,65
lhok,97.52,56
mhaa,73.75,29
dbec,95.66,39
ekhm,89.39,19
bbdb,24.15,78
pljf,48.03,77
hdmi,30.79,45
bnoo,52.47,86
ohck,89.72,27
eflo,21.6,90
oogn,48.47,40
amag,77.15,67
hhcj,77.15,15
cool,56.87,12
kkjk,28.42,83
oaoh,4.51,66
lcjo,93.72,3
bpnp,3.34,54
nogh,33.18,51
dbno,89.11,60
bhba,2.8,12
ccel,57.92,42
eimk,46.85,41
amim,31.42,0
cmda,99.15,94
lfoi,27.18,41
moef,51.02,14
dkfl,58.29,94
nlck,78.34,92
oblk,78.5,57
oodi,77.21,54
moao,36.84,28
jddb,80.72,14
fimk,8.15,21
ghnn,56.53,0
bjcp,39.2,61
dcel,69.8,66
aenn,78.65,93
lnme,92.84,10
heef,65.63,18
paam,13.49,40
jekn,72.14,12
elpl,62.86,77
jaeh,34.46,73
npol,71.62,66
hmba,21.1,36
mocc,38.47,92
nlfj,33.62,11
apkd,80.6,41
kbgk,2.37,28
kppd,19.39,57
kbng,22.75,79
oleo,28.5,34
dbgo,68.21,67
adjg,85.57,44
peka,82.15,54
dgfh,38.66,71
mkgl,21.89,88
fcof,1.81,11
njog,62.72,13
cljc,74.05,10
elbc,49.98,91
khfa,96.6,72
fbbp,35.01,15
jahj,70.8,63
fcba,59.49,45
bpll,6.06,99
hnfg,47.54,36
goka,72.16,30
bklf,14.53,6
hmif,42.34,29
eiik,99.34,67
mhkp,29.19,28
djhd,6.89,70
ipig,7.88,38
alkp,91.45,79
bhlj,91.68,17
ihph,96.66,79
adle,37.24,17
clgp,81.45,41
gkgm,69.9,31
cldg,66.17,85
bplg,41.21,41
ecin,89.12,93
iagf,45.98,92
blmn,57.22,72
fhnl,62.75,43
cgbh,97.67,89
pikc,20.79,87
lglp,32.23,58
hgoa,17.24,99
gdin,15.89,35
nhlp,5.09,52
lmmf,13.95,40
nimn,57.87,73
hedg,53.66,17
pcgd,50.49,85
bbhc,46.99,32
odea,88.88,70
iokk,13.81,20
acii,67.44,46
anck,65.71,86
dpjm,94.13,24
iohf,84.08,70
jogh,43.61,52
kcej,74.57,83
inln,22.76,60
fdah,41.29,66
gkia,72.87,24
hboc,74.73,15
gkeg,94.89,80
pepe,53.52,62
mmck,96.86,19
allj,97.32,47
pili,60.2,68
mpcd,50.61,85
peia,99.6,62
ckjo,95.09,75
fbfb,74.22,88
mkca,87.28,78
hekd,46.3,3
ocei,28.19,27
amhf,11.68,2
nfpc,12.18,10
kolc,25.9,7
djef,33.02,63
bcip,45.59,35
mfnk,44.51,62
jgif,14.92,39
bkpp,83.46,15
mhdd,25.6,92
libd,14.07,4
knbd,43.14,38
clnj,42.88,21
ipkb,17.39,92
icmd,14.49,88
bpaf,59.65,88
piii,98.72,70
ffnn,39.97,15
geea,45.43,41
gfge,48.17,87
pcam,94.3,55
ocdo,95.58,68
gaig,88.38,74
enol,69.85,36
bblm,61.11,78
jknb,67.42,72
hdkd,74.91,31
hkei,10.45,39
pcjc,97.67,47
cnbj,95.31,29
dfhh,83.18,23
bbme,22.41,14
lnng,11.87,49
lega,6.14,90
chom,42.72,58
knnp,21.4,52
lfbp,23.89,29
bggb,35.87,80
opmn,3.71,82
kppl,18.52,29
nbge,81.62,35
gmeh,11.8,8
omhn,56.93,25
pmam,59.04,69
damk,30.09,68
dkhb,86.38,77
ojnc,6.66,19
opod,62.84,65
ilmk,60.47,59
oebj,88.14,16
camn,73.88,34
lgob,19.61,69
bhdg,10.14,11
poob,89.68,27
fpgp,62.26,72
eldm,6.26,45
kgoo,15.79,51
hogl,37.42,69
dgbf,88.34,20
fjkc,63.07,39
eaef,8.06,15
mlpe,14.13,36
oeoa,40.31,49
chae,51.72,22
kglg,32.19,21
agah,61.11,32
kcdh,90.15,7
plpf,90.42,10
efmg,88.2,90
mnek,15.23,86
bimd,13.22,48
jehi,68.69,32
ancd,39.18,75
ldfi,41.74,37
iclc,5.52,90
midk,10.55,60
plld,30.69,76
bhij,98.91,39
pdjn,24.04,48
fmae,69.24,81
dcka,73.63,66
dfld,57.25,31
cafg,24.47,80
foma,88.55,96
jpkf,42.36,86
glkn,15.58,56
ioce,76.78,62
pelf,25.04,64
ohfl,17.25,2
cjoh,30.07,72
iepj,72.37,51
dmge,14.43,79
aaia,55.36,79
fgkd,54.08,21
hpkl,7.92,40
mhlj,16.81,13
hgem,91.59,74
hcin,4.79,55
ghnc,77.71,48
eepc,48.24,12
dhoj,34.34,67
cfbp,54.93,69
mdjk,13.2,9
anoo,26.04,30
epkm,95.09,22
bald,35.67,72
jomh,42.15,61
ajhb,79.21,54
libo,43.42,84
fnpd,36.11,11
aceo,9.8,17
gnke,89.24,30
hioa,35.33,83
oglc,37.79,71
nfbd,14.17,11
lejd,8.01,69
bmge,83.56,47
phlh,2.16,81
ceik,72.87,42
pfpl,2.55,67
lgmk,89.81,34
fdim,61.42,75
bnhg,61.3,80
eobl,6.07,81
lajk,88.22,82
eenf,34.79,75
hfmp,64.37,29
hcji,38.07,87
jipe,24.96,52
hdel,41.17,20
ehig,81.48,77
mnod,8.42,96
odef,50.09,18
ccnh,55.79,6
cplf,82.33,33
onbk,15.93,93
bdel,60.09,31
gano,66.11,47
pemk,71.58,24
mgcd,68.38,5
hgbl,50.79,65
nakj,25.31,19
ohoi,98.83,69
fbli,5.88,71
jmkh,78.49,25
kmdf,16.87,98
bfpb,80.14,13
mhcf,3.43,55
ddnl,84.33,98
bcio,8.34,7
bind,57.53,35
npap,49.88,4
ajkh,24.7,17
nhfj,86.94,58
hlgg,90.94,19
nofg,74.05,97
fkhj,62.54,39
ojkc,40.7,41
hmfp,88.53,19
ffee,14.49,91
ddgj,30.02,94
hiig,55.79,30
epko,52.88,85
jcic,34.92,97
ndek,82.06,50
nkgg,66.53,43
chfk,27.14,41
kmjm,40.53,16
dekn,43.42,97
hkoa,25.49,92
mcfh,79.11,68
aiof,91.01,38
jjgb,46.71,16
aohc,78.66,75
baoj,32.55,73
amme,29.76,62
djmp,22.14,8
code,69.29,53
oiab,2.16,89
fefj,68.95,18
maem,57.59,63
agkk,68.25,95
kcdg,14.65,46
ooab,71.34,26
afmj,81.1,75
kakj,95.19,70
hlaa,93.55,53
eahb,68.62,16
cloh,85.93,39
jbna,35.4,49
gbea,21,72
bggc,75.84,36
dglj,67.11,21
egff,23.19,81
iifj,64.11,47
pdpb,13.28,39
olnp,65.6,58
bkin,20.67,30
ofie,31.59,49
ooaj,65.64,3
jkfa,78.43,19
ooif,83.74,31
pkmb,83.04,94
oodn,48.47,50
cmkp,5.96,16
bpij,31.95,90
lmpa,23.82,30
gang,61.7,99
lhfe,10.58,10
hfll,74.86,52
logg,33.9,47
ldhf,6.56,50
mlcp,5.67,34
nggi,34.48,69
ecip,60.63,85
fehc,67.05,90
ciam,79.41,85
eobn,4.37,46
leap,72.07,43
cpif,63.59,77
ncjh,21.74,64
mlnd,37.82,64
hpgi,55.77,56
emed,67.7,65
ckag,3.03,87
pbng,94.63,53
mohe,67.13,50
lbdh,1.96,42
eelh,62.13,63
ojkm,16.87,7
dcne,12.19,39
mlob,24.22,9
gmla,69.57,75
inhi,45.42,90
dpno,80.39,4
hceb,67.16,64
eccb,1.56,71
dbnb,17.35,28
gokj,21.39,55
hilf,0.76,20
hbah,13.31,47
agfo,58.42,18
gibe,38.02,83
oele,17.88,57
ohgj,27.95,44
onbp,11.27,32
fdoi,80.33,31
pjoh,21.25,21
ejco,90.66,21
jjbl,95.1,85
oegj,35.23,43
lbjd,27.24,49
nfjn,75.57,5
ebkj,81.78,12
jpcm,74.2,25
claa,60.06,7
lmda,92.92,63
elll,23.93,16
oapo,79.73,72
hgfe,32.33,91
dapf,58.88,75
lncj,33.51,73
ebhj,51.21,99
cnge,17.98,43
mabo,19.37,77
iaha,61.88,17
ogco,46.6,71
clff,27,5
bicm,71.96,14
kdap,75.16,62
njhk,16.31,2
nmom,89.38,65
midn,12.52,35
alne,37.19,85
pola,10.45,39
mioe,82.55,42
ndfl,73.03,29
jiop,0.51,27
ceia,70.02,47
bjdd,80.17,96
hjmk,74.37,58
dagm,16.46,8
blkb,56.36,19
olfo,32.24,99
ahch,59.2,88
kgmd,71.85,45
ojee,72.43,78
gmoi,96,70
hdhg,28.99,28
gjol,69.43,80
jbfl,66.44,55
jlbg,59.68,73
pmkm,63.99,55
jhie,99.45,54
hcao,1.73,1
lgah,31.43,78
ecio,34.67,40
midm,72.92,15
iogh,70.14,92
melf,6.98,14
adhl,61.91,31
liih,84.99,81
jojj,88.04,34
fmdg,9.02,66
agdg,63.74,61
ckaf,60.9,67
hnkd,25.96,71
cpnj,25.04,3
gbmk,5.75,38
pdem,7.22,32
ckee,69.51,76
gofd,25.9,73
joia,28.59,98
okoa,81.81,68
odan,13.87,3
kidd,3.25,20
fccp,57.93,17
lddh,63.13,25
gcml,6.67,5
lgof,96.23,99
dlpl,63.74,58
fcgh,64.91,9
ockh,54.46,96
lhin,14.26,12
hfjb,92.68,92
pkjf,25.03,18
agka,93.21,44
nadh,24.57,84
falb,81.44,56
gpod,95.26,47
hejf,87.92,98
lckf,26.76,58
enei,41.11,92
djjm,76.34,29
lkee,68.27,70
olib,52.12,26
onfc,2.07,17
ohnk,8.03,10
jmmi,62.42,41
kcfl,37.48,56
pcki,54.02,63
hiod,69.89,57
kohf,41.93,0
dmnp,55.61,53
mdio,91.23,37
kelc,54.57,42
chhk,64.25,36
nljo,61,65
hpop,78.97,47
npie,0.91,9
dgom,29.21,75
ipjo,47.01,70
mnec,89.42,13
bgfk,53.75,38
ohal,94.36,47
liep,68.78,31
jfdi,7.25,56
lbee,88.22,48
ffhc,85.21,81
hmnk,84.81,15
odda,77.28,21
ojej,30.86,68
iema,32.79,24
hjik,34.36,25
fipk,58.65,41
eicn,46.82,75
mmhd,17.34,61
kjbf,6.06,23
mcfe,81.36,1
djpa,85.62,87
kaad,32.01,32
ibda,30.86,8
nejg,30.91,75
bdgf,14.93,58
jbgg,73.61,4
kadi,10.02,23
jgcd,95.67,22
nlll,20.72,12
iibe,74.24,12
bgch,91.65,81
bfek,60.43,71
mggk,31.41,61
eeih,29.75,12
jagn,50.66,5
mjok,89.73,84
opbg,64.19,72
lhlo,95.51,73
adfl,17.42,23
edlb,86.47,89
mdpl,74.78,20
bcbm,44.31,64
pgnn,27.42,48
faem,86.09,71
mfij,28.81,69
ceah,50.04,38
fnjh,25.59,4
chif,93.5,11
endj,40.87,81
jpoj,28.32,72
iemd,57.65,11
cfnj,77.19,21
pkpc,56.64,65
hbpc,9.88,94
lcla,1.04,30
dpki,13.38,95
cffj,62.95,37
olfg,20.02,12
iamm,45.46,28
hmlk,68.53,47
aehk,17.31,19
gonm,20.14,12
jkne,0.01,68
ghhd,58.91,19
oplo,14.46,90
fbkd,76.37,26
mign,81.18,39
piom,25.41,41
hmjd,52.46,42
ogoj,98.4,85
eifa,44.64,5
cocp,9.45,38
capm,17.5,6
boia,27.36,65
mbaf,56.43,79
golp,50.78,34
cpdk,91.7,22
cjif,44.84,40
lbmc,69.34,52
iobg,35.92,63
chno,10.37,45
jana,27.26,92
odgb,88.92,48
mnap,10.34,97
dhcd,16.59,40
agbp,21.32,43
enoo,96.27,75
fdjm,65.17,23
dige,82.04,91
pdch,92.98,40
kmkb,36.93,30
ooni,19.86,80
ijhk,56.78,10
ggnh,14.24,78
hgce,41.4,68
bngm,59.59,7
ngnm,15.89,65
mdeg,59.19,54
ogkn,54.74,49
kncb,92.49,23
cmgb,27.95,86
ccce,62.76,36
fokm,94.97,50
pgpj,47.76,52
anfk,88.76,82
bohn,89.13,16
ckon,88.1,49
dgii,17.12,89
pdgb,1.15,45
aafd,32.02,4
hkbd,16.19,74
kpbj,92.43,2
pkgb,39.24,77
fgbo,2.3,20
ibgj,94.26,33
ggbp,39.25,37
imch,97.42,13
ncai,40.27,39
hkeo,46.12,10
fceg,0.38,2
pmei,92.01,12
efmm,20.93,39
nige,59.94,9
dlln,32.87,84
fiah,95.22,23
nmae,28.99,77
oidk,69.97,32
dhcp,74.88,31
dnma,44.36,35
adkf,56.79,32
pnpg,34.42,55
phpn,22.71,42
ecbe,73.35,57
oall,87.89,39
agof,91.1,81
ncpk,84.58,55
jhnj,63.74,53
lbnk,16.71,20
piaj,31.74,97
lmkb,22.58,74
fghg,6.68,14
nnma,61.55,67
ibbg,17.94,38
lfgh,28.6,19
obod,23.31,50
gjml,38.61,78
efml,34.48,63
bcih,23.89,71
anpo,15.87,51
fhhn,57.48,89
fjdd,92.3,7
gjah,65.11,28
ejdf,77.44,69
ggbi,54.88,55
plap,78.91,90
fnin,98.44,81
lpld,52.67,69
lpoe,83.49,88
hjnm,99.32,37
pdfm,21.04,67
gdgp,39.2,52
mmei,53.32,26
anon,14.56,68
kjcl,55.03,83
ecap,25.35,26
anej,86.63,47
icnn,7.84,7
dejc,50.39,16
debc,80.42,88
imda,47.44,40
jihc,8,93
aogl,94.19,48
bdcb,11.27,62
gblk,23.11,52
ijhi,38.33,71
hopn,37.68,47
iicm,13.43,57
kmmg,80.6,6
kapf,45.79,24
ocfd,62.93,50
ifok,52.81,17
jkfl,83.38,63
bppp,28.18,11
ecck,14.26,2
mccb,40.07,25
kjeo,6.23,1
pbne,88.07,67
efia,48.54,65
cfkn,57.77,54
gick,49.79,60
ljme,76.06,47
jiln,17.79,67
aamd,23.69,45
dcmm,38.46,44
cpgp,25.61,8
jocn,21.11,44
mipn,50.6,52
heeb,90.05,97
bong,32.04,35
nnla,72.93,1
koec,72.51,14
plfc,72.5,69
bogg,68.1,57
mghm,29.01,68
aham,40.62,60
fonh,40.04,83
ldig,77.35,38
fiom,65.6,45
cgfl,96.93,25
ldob,17.15,62
fnko,99.65,80
bchi,67.23,51
emib,22.14,44
damm,5.74,74
dbfk,78.04,28
ppem,2.41,65
olfp,99.46,2
donc,77.95,94
iioj,25.19,15
eoch,42.69,19
fean,17.32,91
jecd,25.54,61
aool,18.19,26
mfgi,18.99,92
kgfk,8.79,38
fphn,45.77,65
njhg,46.05,3
ehgj,75.71,76
djgd,87.43,21
epff,71.99,6
pjje,10.51,95
ofdp,9.57,74
lfpo,34.99,62
llem,26.54,73
cflg,40.16,0
ohch,33.37,92
agjf,54.64,92
cehc,77.16,52
cpma,10.35,61
baah,6.27,38
kbfa,67.08,66
nofm,30.92,11
kdab,58.94,96
inid,24.86,44
bagk,46.55,61
jknl,74.07,95
fnjo,14.02,32
fmph,56.61,78
ijam,92.19,47
hbbf,44.8,34
geop,9.46,54
kdea,18.03,83
iehc,66.79,35
ondh,66.5,36
fipm,45.01,79
ofhe,75.7,32
elml,0.08,38
pnph,31.23,38
kdjb,49.98,67
gkaj,48.13,84
bbag,10.96,50
djgb,20.78,5
mmgd,65.21,66
nbei,73.63,20
hpfj,56.15,7
eafj,26.82,10
mkfj,56.79,93
kjdh,51.58,44
jnlj,87.86,55
onjb,58.02,0
ncoj,89.77,31
kngc,41.07,4
lfjn,9.73,78
feoo,27.83,66
eaac,1.09,53
ecfk,56.84,86
ocai,29.5,56
pini,10.17,48
jgbp,48.75,19
gooh,46.47,31
ebjl,12.6,35
blfb,11,92
ngol,88.62,93
npng,57.91,27
